y= 1.5	n= 0	scale= 1e+09	conc= 2e-32
2636.55	57	53	10
2636.55	57	53	9
2636.55	57	42	10
2636.56	57	42	9
2636.56	57	39	10
2636.57	57	39	9
2636.57	57	125	10
2636.6	57	125	9
2636.6	57	42	10
2636.62	57	42	9
2636.62	57	39	10
2636.62	57	39	9
2636.62	57	53	10
2636.63	57	53	9
2636.63	57	125	10
2636.66	57	125	9
2636.66	57	125	10
2636.67	57	125	9
2636.67	57	125	10
2636.68	57	125	9
2636.68	57	56	10
2636.68	57	56	9
2636.68	57	122	10
2636.68	57	122	9
2636.68	57	42	10
2636.68	57	42	9
2636.69	57	25	10
2636.69	57	25	9
2636.69	57	56	10
2636.69	57	56	9
2636.69	57	42	10
2636.69	57	42	9
2636.69	57	28	10
2636.7	57	28	9
2636.7	57	122	10
2636.71	57	122	9
2636.71	57	39	10
2636.73	57	42	9
2636.73	57	122	8
2636.75	57	122	7
2636.75	57	113	8
2636.76	57	106	9
2636.76	57	125	10
2636.77	57	125	9
2636.77	57	113	10
2636.78	57	113	9
2636.79	57	56	10
2636.79	57	56	9
2636.79	57	113	10
2636.8	57	113	9
2636.81	57	122	10
2636.82	57	122	9
2636.82	57	122	10
2636.83	57	122	9
2636.83	57	56	10
2636.83	57	56	9
2636.83	57	56	10
2636.85	57	56	9
2636.85	57	25	10
2636.85	57	25	9
2636.85	57	56	10
2636.87	57	56	9
2636.87	57	53	10
2636.89	57	53	9
2636.89	57	125	10
2636.9	57	125	9
2636.9	57	106	10
2636.91	57	106	9
2636.91	57	125	10
2636.92	57	125	9
2636.92	57	28	10
2636.94	57	28	9
2636.94	57	56	10
2636.94	57	56	9
2636.94	57	56	10
2636.95	57	56	9
2636.95	57	122	10
2636.97	57	122	9
2636.97	57	122	10
2637	57	122	9
2637	57	125	10
2637.01	57	125	9
2637.01	57	106	10
2637.03	57	106	9
2637.03	57	106	10
2637.03	57	122	9
2637.03	57	122	8
2637.03	57	106	9
2637.03	57	56	10
2637.04	57	56	9
2637.04	57	56	10
2637.04	57	56	9
2637.04	57	25	10
2637.04	57	25	9
2637.04	57	56	10
2637.05	57	56	9
2637.05	57	56	10
2637.06	57	56	9
2637.06	57	106	10
2637.06	57	56	9
2637.07	57	56	8
2637.07	57	106	9
2637.07	57	53	10
2637.07	57	53	9
2637.07	57	113	10
2637.08	57	113	9
2637.08	57	125	10
2637.09	57	125	9
2637.09	57	122	10
2637.09	57	122	9
2637.09	57	28	10
2637.14	57	28	9
2637.14	57	122	10
2637.15	57	122	9
2637.15	57	28	10
2637.15	57	28	9
2637.15	57	53	10
2637.18	57	53	9
2637.18	57	125	10
2637.18	57	125	9
2637.18	57	122	10
2637.19	57	122	9
2637.19	57	28	10
2637.22	57	28	9
2637.22	57	28	10
2637.23	57	28	9
2637.23	57	28	10
2637.23	57	28	9
2637.23	57	106	10
2637.23	57	56	9
2637.23	57	56	8
2637.23	57	106	9
2637.24	57	56	10
2637.24	57	56	9
2637.24	57	53	10
2637.25	57	53	9
2637.25	57	56	10
2637.25	57	56	9
2637.25	57	56	10
2637.25	57	56	9
2637.25	57	122	10
2637.25	57	122	9
2637.25	57	5	10
2637.26	57	6	11
2637.27	57	125	12
2637.27	57	125	11
2637.27	57	5	12
2637.27	57	5	11
2637.28	57	56	12
2637.29	57	56	11
2637.29	57	6	12
2637.31	57	6	11
2637.31	57	53	12
2637.31	57	53	11
2637.31	57	28	12
2637.31	57	28	11
2637.31	57	25	12
2637.31	57	25	11
2637.31	57	25	12
2637.32	57	25	11
2637.32	57	28	12
2637.32	57	25	11
2637.32	57	113	10
2637.33	57	113	9
2637.33	57	56	10
2637.33	57	56	9
2637.33	57	6	10
2637.35	57	6	9
2637.35	57	113	10
2637.36	57	113	9
2637.36	57	6	10
2637.37	57	6	9
2637.37	57	113	10
2637.37	57	113	9
2637.37	57	106	10
2637.38	57	106	9
2637.38	57	5	10
2637.38	57	5	9
2637.38	57	56	10
2637.38	57	56	9
2637.38	57	53	10
2637.39	57	53	9
2637.39	57	53	10
2637.39	57	53	9
2637.39	57	56	10
2637.39	57	56	9
2637.39	57	6	10
2637.4	57	6	9
2637.4	57	113	10
2637.4	57	113	9
2637.41	57	122	10
2637.41	57	122	9
2637.41	57	122	10
2637.43	57	122	9
2637.43	57	122	10
2637.43	57	122	9
2637.43	57	6	10
2637.44	57	6	9
2637.44	57	56	10
2637.44	57	106	9
2637.45	57	106	8
2637.45	57	56	9
2637.45	57	56	10
2637.47	57	56	9
2637.47	57	122	10
2637.48	57	122	9
2637.48	57	53	10
2637.49	57	53	9
2637.49	57	106	10
2637.51	57	106	9
2637.51	57	6	10
2637.52	57	6	9
2637.52	57	125	10
2637.52	57	125	9
2637.52	57	106	10
2637.54	57	106	9
2637.54	57	53	10
2637.54	57	53	9
2637.54	57	106	10
2637.57	57	106	9
2637.57	57	113	10
2637.57	57	113	9
2637.57	57	125	10
2637.59	57	125	9
2637.59	57	113	10
2637.59	57	113	9
2637.59	57	56	10
2637.6	57	56	9
2637.6	57	56	10
2637.6	57	56	9
2637.6	57	106	10
2637.61	57	106	9
2637.61	57	125	10
2637.63	57	125	9
2637.63	57	125	10
2637.63	57	125	9
2637.63	57	106	10
2637.64	57	106	9
2637.64	57	113	10
2637.65	57	113	9
2637.66	57	5	10
2637.66	57	5	9
2637.66	57	106	10
2637.67	57	106	9
2637.67	57	148	10
2637.67	57	122	11
2637.67	57	122	10
2637.67	57	122	11
2637.68	57	155	10
2637.68	57	122	11
2637.68	57	53	12
2637.69	57	53	11
2637.69	57	106	12
2637.69	57	106	11
2637.7	57	113	12
2637.73	57	53	11
2637.73	57	53	10
2637.73	57	113	11
2637.73	57	122	12
2637.74	57	122	11
2637.74	57	113	12
2637.75	57	113	11
2637.75	57	122	12
2637.78	57	122	11
2637.78	57	106	12
2637.8	57	106	11
2637.8	57	113	12
2637.8	57	113	11
2637.81	57	125	12
2637.81	57	125	11
2637.81	57	56	12
2637.81	57	56	11
2637.81	57	155	12
2637.82	57	113	11
2637.82	57	113	10
2637.82	57	155	11
2637.82	57	53	12
2637.83	57	53	11
2637.83	57	56	12
2637.84	57	56	11
2637.84	57	106	12
2637.85	57	106	11
2637.85	57	5	12
2637.86	57	5	11
2637.86	57	155	12
2637.86	57	155	11
2637.86	57	125	12
2637.86	57	125	11
2637.86	57	5	12
2637.87	57	5	11
2637.87	57	53	12
2637.87	57	53	11
2637.87	57	113	12
2637.87	57	5	11
2637.88	57	5	10
2637.88	57	113	11
2637.88	57	5	12
2637.88	57	106	11
2637.88	57	5	10
2637.88	57	106	11
2637.88	57	56	12
2637.89	57	56	11
2637.89	57	56	12
2637.89	57	56	11
2637.89	57	155	12
2637.9	57	155	11
2637.9	57	106	12
2637.9	57	106	11
2637.9	57	148	12
2637.92	57	6	11
2637.92	57	6	10
2637.92	57	148	11
2637.92	57	155	12
2637.92	57	155	11
2637.92	57	125	12
2637.94	57	125	11
2637.94	57	5	12
2637.94	57	5	11
2637.94	57	113	12
2637.97	57	125	11
2637.97	57	125	10
2637.97	57	113	11
2637.97	57	6	12
2637.97	57	6	11
2637.97	57	53	12
2637.98	57	53	11
2637.98	57	148	12
2637.98	57	155	11
2637.98	57	5	10
2637.99	57	5	9
2637.99	57	113	10
2638.01	57	113	9
2638.01	57	53	10
2638.01	57	53	9
2638.01	57	106	10
2638.02	57	106	9
2638.02	57	125	10
2638.02	57	125	9
2638.02	57	106	10
2638.03	57	106	9
2638.03	57	113	10
2638.03	57	113	9
2638.03	57	56	10
2638.04	57	56	9
2638.04	57	122	10
2638.04	57	122	9
2638.05	57	106	10
2638.05	57	106	9
2638.05	57	53	10
2638.06	57	53	9
2638.06	57	122	10
2638.07	57	122	9
2638.07	57	106	10
2638.07	57	106	9
2638.07	57	56	10
2638.08	57	56	9
2638.08	57	5	10
2638.08	57	5	9
2638.08	57	6	10
2638.1	57	6	9
2638.1	57	56	10
2638.1	57	56	9
2638.1	57	5	10
2638.11	57	5	9
2638.11	57	125	10
2638.11	57	125	9
2638.11	57	113	10
2638.12	57	113	9
2638.12	57	6	10
2638.13	57	6	9
2638.13	57	53	10
2638.13	57	53	9
2638.13	57	6	10
2638.15	57	6	9
2638.15	57	56	10
2638.17	57	56	9
2638.17	57	122	10
2638.17	57	122	9
2638.17	57	122	10
2638.18	57	122	9
2638.18	57	53	10
2638.18	57	53	9
2638.18	57	122	10
2638.18	57	122	9
2638.18	57	5	10
2638.19	57	5	9
2638.19	57	106	10
2638.21	57	106	9
2638.21	57	6	10
2638.21	57	6	9
2638.22	57	125	10
2638.22	57	125	9
2638.22	57	56	10
2638.23	57	56	9
2638.23	57	122	10
2638.24	57	122	9
2638.24	57	106	10
2638.25	57	113	9
2638.25	57	6	8
2638.26	57	6	7
2638.26	57	5	8
2638.27	57	5	7
2638.27	57	5	8
2638.29	57	5	7
2638.29	57	132	8
2638.3	57	6	9
2638.3	57	6	8
2638.3	57	122	9
2638.3	57	122	8
2638.3	57	143	9
2638.31	57	6	10
2638.31	57	6	9
2638.31	57	5	10
2638.32	57	5	9
2638.32	57	122	10
2638.34	57	122	9
2638.34	57	6	10
2638.34	57	143	9
2638.34	57	6	8
2638.34	57	5	9
2638.35	57	143	8
2638.35	57	5	9
2638.35	57	143	10
2638.35	57	143	9
2638.35	57	5	10
2638.35	57	5	9
2638.35	57	6	10
2638.35	57	6	9
2638.35	57	143	10
2638.36	57	122	9
2638.36	57	122	8
2638.36	57	5	9
2638.37	57	143	8
2638.37	57	5	9
2638.37	57	6	10
2638.38	57	6	9
2638.38	57	125	10
2638.39	57	125	9
2638.39	57	125	10
2638.4	57	125	9
2638.4	57	143	10
2638.41	57	143	9
2638.41	57	143	10
2638.42	57	143	9
2638.42	57	56	10
2638.44	57	56	9
2638.44	57	5	10
2638.44	57	5	9
2638.44	57	56	10
2638.45	57	56	9
2638.45	57	6	10
2638.46	57	6	9
2638.46	57	122	10
2638.47	57	122	9
2638.47	57	132	10
2638.49	57	143	9
2638.49	57	56	8
2638.5	57	56	7
2638.5	57	6	8
2638.54	57	6	7
2638.54	57	53	8
2638.54	57	53	7
2638.54	57	5	8
2638.56	57	5	7
2638.56	57	56	8
2638.58	57	56	7
2638.58	57	56	8
2638.61	57	56	7
2638.61	57	125	8
2638.61	57	125	7
2638.61	57	125	8
2638.62	57	125	7
2638.62	57	6	8
2638.66	57	6	7
2638.66	57	53	8
2638.67	57	53	7
2638.67	57	53	8
2638.67	57	125	7
2638.67	57	125	6
2638.67	57	53	7
2638.67	57	122	8
2638.7	57	122	7
2638.7	57	122	8
2638.7	57	122	7
2638.7	57	122	8
2638.7	57	122	7
2638.7	57	125	8
2638.71	57	125	7
2638.71	57	5	8
2638.71	57	5	7
2638.71	57	125	8
2638.73	57	125	7
2638.73	57	56	8
2638.75	57	56	7
2638.75	57	6	8
2638.75	57	6	7
2638.75	57	5	8
2638.76	57	5	7
2638.76	57	56	8
2638.76	57	56	7
2638.77	57	125	8
2638.79	57	125	7
2638.79	57	122	8
2638.79	57	122	7
2638.79	57	125	8
2638.81	57	125	7
2638.81	57	56	8
2638.81	57	56	7
2638.81	57	122	8
2638.81	57	122	7
2638.81	57	125	8
2638.82	57	125	7
2638.82	57	122	8
2638.83	57	6	7
2638.83	57	122	6
2638.83	57	6	7
2638.83	57	125	8
2638.83	57	125	7
2638.83	57	125	8
2638.84	57	125	7
2638.84	57	53	8
2638.85	57	53	7
2638.85	57	56	8
2638.87	57	56	7
2638.87	57	53	8
2638.87	57	53	7
2638.87	57	6	8
2638.88	57	6	7
2638.88	57	122	8
2638.89	57	122	7
2638.89	57	53	8
2638.91	57	53	7
2638.91	57	125	8
2638.92	57	125	7
2638.92	57	125	8
2638.93	57	125	7
2638.93	57	6	8
2638.94	57	6	7
2638.94	57	5	8
2638.94	57	5	7
2638.94	57	53	8
2638.95	57	53	7
2638.95	57	122	8
2638.96	57	122	7
2638.96	57	125	8
2638.96	57	125	7
2638.96	57	53	8
2638.99	57	53	7
2638.99	57	122	8
2639	57	122	7
2639	57	125	8
2639	57	125	7
2639	57	125	8
2639.03	57	125	7
2639.03	57	5	8
2639.03	57	5	7
2639.04	57	6	8
2639.04	57	6	7
2639.04	57	6	8
2639.05	57	6	7
2639.05	57	53	8
2639.05	57	53	7
2639.05	57	125	8
2639.06	57	125	7
2639.06	57	125	8
2639.08	57	125	7
2639.08	57	125	8
2639.09	57	125	7
2639.09	57	56	8
2639.1	57	56	7
2639.1	57	6	8
2639.14	57	6	7
2639.15	57	53	8
2639.16	57	53	7
2639.16	57	81	8
2639.17	57	53	9
2639.17	57	53	8
2639.18	57	5	9
2639.18	57	5	8
2639.18	57	53	9
2639.19	57	53	8
2639.19	57	53	9
2639.2	57	53	8
2639.2	57	125	9
2639.21	57	125	8
2639.21	57	53	9
2639.21	57	53	8
2639.21	57	6	9
2639.22	57	6	8
2639.22	57	125	9
2639.23	57	125	8
2639.23	57	6	9
2639.24	57	6	8
2639.24	57	122	9
2639.24	57	122	8
2639.24	57	125	9
2639.26	57	125	8
2639.26	57	122	9
2639.27	57	122	8
2639.27	57	53	9
2639.28	57	53	8
2639.28	57	125	9
2639.29	57	125	8
2639.29	57	6	9
2639.31	57	6	8
2639.31	57	6	9
2639.31	57	6	8
2639.31	57	122	9
2639.31	57	122	8
2639.31	57	56	9
2639.32	57	56	8
2639.32	57	53	9
2639.32	57	53	8
2639.32	57	6	9
2639.33	57	122	8
2639.33	57	6	7
2639.33	57	122	8
2639.33	57	5	9
2639.34	57	5	8
2639.34	57	56	9
2639.36	57	56	8
2639.36	57	5	9
2639.36	57	5	8
2639.36	57	81	9
2639.36	57	6	8
2639.38	57	6	7
2639.38	57	122	8
2639.38	57	122	7
2639.38	57	125	8
2639.39	57	125	7
2639.39	57	56	8
2639.42	57	56	7
2639.42	57	56	8
2639.42	57	56	7
2639.42	57	53	8
2639.43	57	53	7
2639.43	57	125	8
2639.43	57	125	7
2639.43	57	56	8
2639.43	57	56	7
2639.43	57	6	8
2639.44	57	6	7
2639.44	57	6	8
2639.46	57	6	7
2639.46	57	6	8
2639.46	57	6	7
2639.46	57	53	8
2639.48	57	53	7
2639.48	57	53	8
2639.51	57	53	7
2639.51	57	122	8
2639.51	57	122	7
2639.51	57	5	8
2639.51	57	5	7
2639.51	57	5	8
2639.51	57	5	7
2639.51	57	125	8
2639.52	57	125	7
2639.52	57	56	8
2639.53	57	56	7
2639.53	57	56	8
2639.53	57	56	7
2639.53	57	125	8
2639.56	57	125	7
2639.56	57	53	8
2639.57	57	53	7
2639.57	57	5	8
2639.59	57	5	7
2639.59	57	53	8
2639.6	57	53	7
2639.6	57	5	8
2639.62	57	5	7
2639.62	57	53	8
2639.62	57	53	7
2639.62	57	53	8
2639.62	57	53	7
2639.62	57	6	8
2639.62	57	6	7
2639.63	57	6	8
2639.66	57	6	7
2639.66	57	6	8
2639.67	57	6	7
2639.67	57	56	8
2639.69	57	56	7
2639.69	57	53	8
2639.7	57	53	7
2639.7	57	53	8
2639.74	57	53	7
2639.74	57	56	8
2639.75	57	56	7
2639.75	57	122	8
2639.75	57	122	7
2639.75	57	53	8
2639.77	57	53	7
2639.77	57	56	8
2639.79	57	56	7
2639.79	57	5	8
2639.8	57	5	7
2639.8	57	108	8
2639.82	57	111	9
2639.82	57	122	10
2639.82	57	122	9
2639.82	57	5	10
2639.82	57	5	9
2639.82	57	6	10
2639.82	57	6	9
2639.82	57	125	10
2639.84	57	125	9
2639.84	57	108	10
2639.84	57	108	9
2639.84	57	134	10
2639.84	57	141	11
2639.84	57	53	12
2639.85	57	53	11
2639.85	57	141	12
2639.85	57	141	11
2639.85	57	5	12
2639.85	57	5	11
2639.85	57	141	12
2639.85	57	141	11
2639.86	57	122	12
2639.86	57	122	11
2639.86	57	5	12
2639.87	57	5	11
2639.88	57	53	12
2639.89	57	53	11
2639.89	57	134	12
2639.9	57	134	11
2639.9	57	122	12
2639.91	57	122	11
2639.91	57	134	12
2639.92	57	134	11
2639.93	57	141	12
2639.94	57	141	11
2639.94	57	56	12
2639.94	57	56	11
2639.94	57	53	12
2639.95	57	53	11
2639.95	57	122	12
2639.96	57	122	11
2639.96	57	141	12
2639.96	57	141	11
2639.96	57	122	12
2640	56	122	11
2640	56	56	12
2640.01	56	56	11
2640.01	56	134	12
2640.02	56	134	11
2640.02	56	53	12
2640.02	56	53	11
2640.03	56	5	12
2640.03	56	5	11
2640.03	56	56	12
2640.06	56	56	11
2640.06	56	134	12
2640.08	56	134	11
2640.08	56	6	12
2640.09	56	122	11
2640.09	56	6	10
2640.09	56	122	11
2640.09	56	125	12
2640.09	56	125	11
2640.09	56	134	12
2640.1	56	134	11
2640.1	56	5	12
2640.1	56	5	11
2640.1	56	141	12
2640.11	56	141	11
2640.11	56	134	12
2640.13	56	134	11
2640.13	56	134	12
2640.14	56	134	11
2640.14	56	53	12
2640.14	56	53	11
2640.14	56	53	12
2640.15	56	53	11
2640.15	56	53	12
2640.15	56	53	11
2640.15	56	141	12
2640.17	56	141	11
2640.17	56	111	12
2640.19	56	111	11
2640.19	56	122	12
2640.2	56	122	11
2640.2	56	53	12
2640.22	56	53	11
2640.22	56	141	12
2640.25	56	141	11
2640.25	56	108	12
2640.26	56	108	11
2640.26	56	141	12
2640.28	56	141	11
2640.28	56	5	12
2640.28	56	5	11
2640.29	56	125	12
2640.29	56	125	11
2640.29	56	134	12
2640.31	56	134	11
2640.31	56	134	12
2640.31	56	134	11
2640.31	56	122	12
2640.32	56	122	11
2640.32	56	108	12
2640.33	56	108	11
2640.33	56	6	12
2640.34	56	6	11
2640.34	56	122	12
2640.35	56	122	11
2640.35	56	6	12
2640.39	56	6	11
2640.4	56	53	12
2640.4	56	53	11
2640.4	56	111	12
2640.4	56	111	11
2640.4	56	108	12
2640.4	56	108	11
2640.4	56	111	12
2640.4	56	111	11
2640.4	56	5	12
2640.42	56	5	11
2640.42	56	134	12
2640.43	56	134	11
2640.43	56	134	12
2640.43	56	134	11
2640.43	56	56	12
2640.44	56	56	11
2640.44	56	6	12
2640.46	56	6	11
2640.46	56	134	12
2640.49	56	134	11
2640.49	56	53	12
2640.53	56	53	11
2640.54	56	125	12
2640.54	56	125	11
2640.54	56	108	12
2640.54	56	108	11
2640.54	56	5	12
2640.55	56	5	11
2640.55	56	56	12
2640.57	56	56	11
2640.57	56	108	12
2640.59	56	108	11
2640.59	56	5	12
2640.59	56	5	11
2640.59	56	122	12
2640.6	56	122	11
2640.6	56	108	12
2640.61	56	108	11
2640.61	56	6	12
2640.63	56	6	11
2640.63	56	108	12
2640.66	56	108	11
2640.66	56	53	12
2640.66	56	53	11
2640.66	56	56	12
2640.69	56	56	11
2640.69	56	122	12
2640.71	56	122	11
2640.71	56	53	12
2640.74	56	53	11
2640.74	56	134	12
2640.75	56	134	11
2640.75	56	53	12
2640.76	56	53	11
2640.76	56	134	12
2640.77	56	134	11
2640.77	56	122	12
2640.77	56	122	11
2640.78	56	53	12
2640.78	56	53	11
2640.78	56	108	12
2640.79	56	108	11
2640.79	56	122	12
2640.79	56	122	11
2640.79	56	122	12
2640.81	56	122	11
2640.81	56	125	12
2640.81	56	125	11
2640.81	56	134	12
2640.82	56	134	11
2640.82	56	53	12
2640.82	56	53	11
2640.82	56	108	12
2640.84	56	108	11
2640.84	56	111	12
2640.85	56	111	11
2640.85	56	56	12
2640.85	56	56	11
2640.85	56	125	12
2640.86	56	125	11
2640.86	56	53	12
2640.86	56	53	11
2640.86	56	125	12
2640.87	56	125	11
2640.87	56	108	12
2640.88	56	108	11
2640.88	56	16	12
2640.88	56	108	13
2640.89	56	108	12
2640.89	56	9	13
2640.89	56	111	14
2640.9	56	111	13
2640.9	56	108	14
2640.9	56	108	13
2640.9	56	53	14
2640.91	56	53	13
2640.91	56	90	14
2640.92	56	101	15
2640.92	56	90	16
2640.92	56	90	15
2640.93	56	122	16
2640.94	56	122	15
2640.94	56	6	16
2640.96	56	6	15
2640.96	56	6	16
2640.96	56	6	15
2640.96	56	141	16
2640.97	56	141	15
2640.97	56	53	16
2641	56	53	15
2641	56	90	16
2641	56	90	15
2641.01	56	53	16
2641.02	56	53	15
2641.02	56	125	16
2641.02	56	125	15
2641.02	56	16	16
2641.03	56	16	15
2641.04	56	53	16
2641.04	56	53	15
2641.04	56	122	16
2641.04	56	122	15
2641.04	56	122	16
2641.05	56	122	15
2641.05	56	125	16
2641.05	56	125	15
2641.06	56	141	16
2641.06	56	141	15
2641.06	56	16	16
2641.09	56	16	15
2641.1	56	90	16
2641.12	56	111	15
2641.12	56	111	14
2641.12	56	90	15
2641.12	56	108	16
2641.12	56	108	15
2641.12	56	101	16
2641.13	56	56	15
2641.13	56	56	14
2641.13	56	56	15
2641.13	56	101	14
2641.13	56	56	15
2641.13	56	9	16
2641.13	56	9	15
2641.13	56	53	16
2641.15	56	53	15
2641.15	56	9	16
2641.19	56	9	15
2641.19	56	53	16
2641.19	56	53	15
2641.19	56	141	16
2641.2	56	141	15
2641.2	56	9	16
2641.21	56	9	15
2641.21	56	122	16
2641.22	56	122	15
2641.22	56	141	16
2641.22	56	141	15
2641.22	56	125	16
2641.22	56	125	15
2641.22	56	16	16
2641.22	56	162	15
2641.23	56	16	16
2641.23	56	90	17
2641.24	56	108	16
2641.24	56	108	15
2641.24	56	90	16
2641.24	56	141	17
2641.26	56	9	16
2641.26	56	141	15
2641.26	56	9	16
2641.27	56	90	17
2641.27	56	90	16
2641.27	56	141	17
2641.28	56	141	16
2641.28	56	125	17
2641.3	56	125	16
2641.3	56	108	17
2641.3	56	108	16
2641.3	56	5	17
2641.31	56	5	16
2641.31	56	6	17
2641.31	56	6	16
2641.31	56	122	17
2641.32	56	122	16
2641.32	56	111	17
2641.34	56	111	16
2641.34	56	141	17
2641.34	56	141	16
2641.34	56	125	17
2641.34	56	125	16
2641.34	56	111	17
2641.35	56	111	16
2641.35	56	108	17
2641.36	56	108	16
2641.36	56	53	17
2641.37	56	53	16
2641.37	56	162	17
2641.37	56	90	16
2641.38	56	90	15
2641.38	56	101	16
2641.4	56	90	15
2641.4	56	125	14
2641.4	56	125	13
2641.4	56	111	14
2641.42	56	111	13
2641.42	56	134	14
2641.44	56	134	13
2641.44	56	122	14
2641.46	56	122	13
2641.46	56	122	14
2641.47	56	122	13
2641.47	56	108	14
2641.48	56	108	13
2641.48	56	53	14
2641.5	56	53	13
2641.5	56	111	14
2641.5	56	111	13
2641.5	56	122	14
2641.5	56	122	13
2641.5	56	9	14
2641.51	56	9	13
2641.51	56	134	14
2641.53	56	134	13
2641.53	56	53	14
2641.54	56	53	13
2641.54	56	9	14
2641.55	56	9	13
2641.55	56	6	14
2641.57	56	6	13
2641.57	56	134	14
2641.58	56	134	13
2641.58	56	9	14
2641.58	56	9	13
2641.59	56	5	14
2641.59	56	5	13
2641.59	56	6	14
2641.59	56	6	13
2641.59	56	16	14
2641.59	56	16	13
2641.6	56	16	14
2641.6	56	16	13
2641.6	56	16	14
2641.6	56	16	13
2641.6	56	56	14
2641.62	56	56	13
2641.62	56	141	14
2641.62	56	111	13
2641.62	56	111	12
2641.62	56	141	13
2641.63	56	125	14
2641.65	56	125	13
2641.65	56	56	14
2641.65	56	134	13
2641.65	56	56	12
2641.65	56	134	13
2641.65	56	16	14
2641.66	56	16	13
2641.66	56	141	14
2641.67	56	141	13
2641.67	56	53	14
2641.67	56	53	13
2641.67	56	125	14
2641.67	56	125	13
2641.67	56	111	14
2641.68	56	111	13
2641.68	56	16	14
2641.68	56	16	13
2641.68	56	125	14
2641.72	56	125	13
2641.72	56	6	14
2641.74	56	6	13
2641.74	56	111	14
2641.74	56	111	13
2641.74	56	6	14
2641.75	56	6	13
2641.75	56	16	14
2641.77	56	16	13
2641.77	56	122	14
2641.79	56	122	13
2641.79	56	141	14
2641.8	56	141	13
2641.8	56	148	14
2641.81	56	155	15
2641.81	56	122	16
2641.83	56	122	15
2641.83	56	16	16
2641.84	56	134	15
2641.84	56	134	14
2641.84	56	16	15
2641.84	56	16	16
2641.85	56	16	15
2641.85	56	148	16
2641.85	56	148	15
2641.85	56	122	16
2641.85	56	122	15
2641.85	56	56	16
2641.86	56	56	15
2641.86	56	6	16
2641.86	56	6	15
2641.86	56	9	16
2641.86	56	9	15
2641.86	56	111	16
2641.87	56	111	15
2641.87	56	5	16
2641.9	56	5	15
2641.9	56	122	16
2641.91	56	122	15
2641.91	56	16	16
2641.91	56	9	15
2641.91	56	125	14
2641.94	56	125	13
2641.94	56	125	14
2641.94	56	125	13
2641.94	56	56	14
2641.94	56	56	13
2641.94	56	148	14
2641.95	56	148	13
2641.95	56	53	14
2641.95	56	53	13
2641.95	56	134	14
2641.96	56	134	13
2641.96	56	56	14
2641.97	56	56	13
2641.97	56	111	14
2641.97	56	111	13
2641.97	56	148	14
2641.97	56	148	13
2641.98	56	108	14
2641.98	56	108	13
2641.98	56	148	14
2641.98	56	148	13
2641.98	56	134	14
2642.01	56	134	13
2642.01	56	141	14
2642.01	56	141	13
2642.01	56	125	14
2642.03	56	125	13
2642.03	56	122	14
2642.03	56	122	13
2642.03	56	108	14
2642.04	56	108	13
2642.04	56	155	14
2642.05	56	155	13
2642.05	56	134	14
2642.06	56	134	13
2642.06	56	122	14
2642.07	56	122	13
2642.07	56	108	14
2642.09	56	108	13
2642.09	56	5	14
2642.09	56	5	13
2642.09	56	56	14
2642.11	56	56	13
2642.11	56	134	14
2642.11	56	134	13
2642.12	56	108	14
2642.12	56	108	13
2642.12	56	111	14
2642.13	56	111	13
2642.14	56	56	14
2642.15	56	56	13
2642.15	56	141	14
2642.16	56	141	13
2642.16	56	122	14
2642.16	56	122	13
2642.16	56	122	14
2642.16	56	122	13
2642.16	56	53	14
2642.17	56	53	13
2642.17	56	6	14
2642.19	56	111	13
2642.19	56	111	12
2642.19	56	6	13
2642.19	56	56	14
2642.19	56	56	13
2642.19	56	108	14
2642.2	56	108	13
2642.2	56	6	14
2642.21	56	6	13
2642.21	56	125	14
2642.22	56	125	13
2642.22	56	141	14
2642.28	56	141	13
2642.28	56	121	14
2642.29	56	112	15
2642.29	56	125	16
2642.29	56	125	15
2642.29	56	111	16
2642.3	56	111	15
2642.3	56	108	16
2642.32	56	108	15
2642.32	56	125	16
2642.33	56	125	15
2642.33	56	108	16
2642.33	56	108	15
2642.33	56	134	16
2642.34	56	134	15
2642.34	56	53	16
2642.35	56	53	15
2642.35	56	111	16
2642.37	56	111	15
2642.37	56	108	16
2642.38	56	108	15
2642.38	56	141	16
2642.38	56	141	15
2642.38	56	112	16
2642.4	56	112	15
2642.4	56	125	16
2642.41	56	125	15
2642.41	56	122	16
2642.41	56	122	15
2642.41	56	112	16
2642.42	56	111	15
2642.42	56	111	14
2642.42	56	111	15
2642.42	56	111	14
2642.42	56	125	15
2642.43	56	125	14
2642.43	56	112	15
2642.44	56	141	16
2642.46	56	141	15
2642.46	56	155	16
2642.47	56	155	15
2642.47	56	134	16
2642.47	56	134	15
2642.47	56	6	16
2642.48	56	6	15
2642.48	56	112	16
2642.48	56	112	15
2642.49	56	6	16
2642.5	56	6	15
2642.5	56	108	16
2642.5	56	108	15
2642.5	56	141	16
2642.5	56	141	15
2642.5	56	5	16
2642.51	56	5	15
2642.51	56	5	16
2642.52	56	5	15
2642.52	56	108	16
2642.53	56	134	15
2642.53	56	108	14
2642.53	56	134	15
2642.53	56	5	16
2642.55	56	5	15
2642.55	56	108	16
2642.55	56	108	15
2642.55	56	5	16
2642.55	56	5	15
2642.55	56	155	16
2642.55	56	155	15
2642.56	56	6	16
2642.57	56	6	15
2642.57	56	111	16
2642.57	56	111	15
2642.57	56	112	16
2642.61	56	157	15
2642.61	56	146	16
2642.61	56	112	17
2642.61	56	148	18
2642.62	56	148	17
